"STOCK CONSOLIDADO — MUEBLERÍA FONTANA Hoja Origen ▼ HOJA: MADERAS ▼ EGGER MDF 18mm — Nacional","Sección ","Producto ","Categoría ","Color / Variante ","Marca ","Medida ","Código ","Precio Unit. ","Stock Actual ","Stock Mín. ","Precio Total ","Reponer ","","","","","","","","","","","","",""
"Maderas","FAPLAC MDF 18mm","Placa MDF 18mm","Étnica","Scotch 142","Faplac"," 1.83x2.75m "," FAP-058 ","$177.096","6","3","$1.062.576","No","","","","","","","","","","","","",""
"Maderas","FAPLAC MDF 18mm","Placa MDF 18mm","Étnica","Sauco","Faplac"," 1.83x2.75m "," FAP-059 ","$177.096","5","3","$885.480","No","","","","","","","","","","","","",""
"Maderas","FAPLAC MDF 18mm","Placa MDF 18mm","Étnica","Himalaya 113","Faplac"," 1.83x2.75m "," FAP-060 ","$177.096","7","4","$1.239.672","No","","","","","","","","","","","","",""
"Maderas","FAPLAC MDF 18mm","Placa MDF 18mm","Étnica","Safari 115","Faplac"," 1.83x2.75m "," FAP-061 ","$177.096","4","3","$708.384","No","","","","","","","","","","","","",""
"Maderas","FAPLAC MDF 18mm","Placa MDF 18mm","Étnica","Sahara 112","Faplac"," 1.83x2.75m "," FAP-062 ","$177.096","8","4","$1.416.768","No","","","","","","","","","","","","",""
"Maderas","FAPLAC MDF 18mm","Placa MDF 18mm","Étnica","Tribal 111","Faplac"," 1.83x2.75m "," FAP-063 ","$177.096","3","3","$531.288","Sí","","","","","","","","","","","","",""
"Maderas","FAPLAC MDF 18mm","Placa MDF 18mm","Étnica","Tuareg 114","Faplac"," 1.83x2.75m "," FAP-064 ","$177.096","5","3","$885.480","No","","","","","","","","","","","","",""
"Maderas","FAPLAC MDF 18mm","Placa MDF 18mm","Blanco Everest","Everest 116","Faplac"," 1.83x2.75m "," FAP-065 ","$177.096","14","6","$2.479.344","No","","","","","","","","","","","","",""
"Maderas","FAPLAC MDF 18mm","Placa MDF 18mm","Blanco Nature","Blanco Nature","Faplac"," 1.83x2.75m "," FAP-066 ","$102.998","22","10","$2.265.956","No","","","","","","","","","","","","",""
"Maderas","FAPLAC MDF 18mm","Placa MDF 18mm","Blanco Hilado Nature","Blanco Hilado Nature","Faplac"," 1.83x2.75m "," FAP-067 ","$102.998","16","8","$1.647.968","No","","","","","","","","","","","","",""
"Maderas","FAPLAC MDF 18mm","Placa MDF 18mm","Maderas Premium","Kiri 219","Faplac"," 1.83x2.75m "," FAP-068 ","$193.406","6","4","$1.160.436","No","","","","","","","","","","","","",""
"Maderas","FAPLAC MDF 18mm","Placa MDF 18mm","Maderas Premium","Paraíso 218","Faplac"," 1.83x2.75m "," FAP-069 ","$193.406","4","4","$773.624","Sí","","","","","","","","","","","","",""
"Maderas","FAPLAC MDF 18mm","Placa MDF 18mm","Maderas Premium","Yate 225","Faplac"," 1.83x2.75m "," FAP-070 ","$193.406","5","4","$967.030","No","","","","","","","","","","","","",""
"Maderas","FAPLAC MDF 18mm","Placa MDF 18mm","Maderas Premium","Petribí 224","Faplac"," 1.83x2.75m "," FAP-071 ","$193.406","7","4","$1.353.842","No","","","","","","","","","","","","",""
"Maderas","FAPLAC MDF 18mm","Placa MDF 18mm","Unicolores Vivos","Amatista 2013","Faplac"," 1.83x2.75m "," FAP-072 ","$129.722","5","4","$648.610","No","","","","","","","","","","","","",""
"Maderas","FAPLAC MDF 18mm","Placa MDF 18mm","Unicolores Vivos","Terracota 223","Faplac"," 1.83x2.75m "," FAP-073 ","$129.722","4","4","$518.888","Sí","","","","","","","","","","","","",""
"Maderas","FAPLAC MDF 18mm","Placa MDF 18mm","Unicolores Neutros","Gris Basalto 214","Faplac"," 1.83x2.75m "," FAP-074 ","$125.534","8","5","$1.004.272","No","","","","","","","","","","","","",""
"Maderas","FAPLAC MDF 18mm","Placa MDF 18mm","Unicolores Neutros","Gris Caliza 215","Faplac"," 1.83x2.75m "," FAP-075 ","$125.534","10","5","$1.255.340","No","","","","","","","","","","","","",""
"Maderas","FAPLAC MDF 18mm","Placa MDF 18mm","Unicolores Neutros","Gris Tapir 216","Faplac"," 1.83x2.75m "," FAP-076 ","$125.534","6","4","$753.204","No","","","","","","","","","","","","",""
"RAUVISIO REHAU","","","","","","","","","","","","","","","","","","","","","","","","",""
"Maderas","RAUVISIO REHAU","Placa Rauvisio","Brilliant","Blanco Brillante","Rehau"," 1.30x2.80m "," REH-001 ","$512.000","4","2","$2.048.000","No","","","","","","","","","","","","",""
"Maderas","RAUVISIO REHAU","Placa Rauvisio","Brilliant","Negro Brillante","Rehau"," 1.30x2.80m "," REH-002 ","$562.000","3","2","$1.686.000","No","","","","","","","","","","","","",""
"FONDOS MDF","","","","","","","","","","","","","","","","","","","","","","","","",""
"Maderas","FONDOS MDF","Fondo MDF","Blanco Absoluto Soft","","Egger"," Fibroplus 3mm "," EGG-F01 ","$40.500","28","12","$1.134.000","No","","","","","","","","","","","","",""
"Maderas","FONDOS MDF","Fondo MDF","Blanco Absoluto Soft","","Egger"," 5.5mm 1 cara "," EGG-F02 ","$55.657","22","10","$1.224.454","No","","","","","","","","","","","","",""
"Maderas","FONDOS MDF","Fondo MDF","Blanco SM","","Egger"," 5.5mm 1 cara "," EGG-F03 ","$72.995","15","8","$1.094.925","No","","","","","","","","","","","","",""
"Maderas","FONDOS MDF","Fondo MDF","Blanco 1","","Faplac"," Fondo 3.8mm "," FAP-F01 ","$49.840","35","15","$1.744.400","No","","","","","","","","","","","","",""
"Maderas","FONDOS MDF","Fondo MDF","Blanco Natural","","Faplac"," 5.5mm 1 cara "," FAP-F02 ","$56.963","30","12","$1.708.890","No","","","","","","","","","","","","",""
"TAPACANTOS / CANTOS ABS","","","","","","","","","","","","","","","","","","","","","","","","",""
"Maderas","TAPACANTOS / CANTOS ABS","Tapacanto","ABS Egger","","Egger"," 0.8x23mm (Rollo 75m) "," EGG-T01 ","$1.918","100","10","$191.800","No","","","","","","","","","","","","",""
"Maderas","TAPACANTOS / CANTOS ABS","Tapacanto","ABS Egger","","Egger"," 2x23mm (Rollo 75m) "," EGG-T02 ","$3.343","18","8","$60.174","No","","","","","","","","","","","","",""
"Maderas","TAPACANTOS / CANTOS ABS","Tapacanto","ABS PerfectSense","","Egger"," 1x23mm (Rollo 75m) "," EGG-T03 ","$3.214","12","6","$38.568","No","","","","","","","","","","","","",""
"Maderas","TAPACANTOS / CANTOS ABS","Tapacanto","ABS PerfectSense","","Egger"," 2x23mm Gloss (Rollo 75m) "," EGG-T04 ","$3.121","8","5","$24.968","No","","","","","","","","","","","","",""
"Maderas","TAPACANTOS / CANTOS ABS","Tapacanto","Rauvisio Brillante","","Rehau"," 1x23mm Blanco (Rollo 25m) "," REH-T01 ","$127.497","5","3","$637.485","No","","","","","","","","","","","","",""
"Maderas","TAPACANTOS / CANTOS ABS","Tapacanto","Rauvisio Brillante","","Rehau"," 1x23mm Negro (Rollo 25m) "," REH-T02 ","$127.497","4","3","$509.988","No","","","","","","","","","","","","",""
"Maderas","TAPACANTOS / CANTOS ABS","Tapacanto","PVC Blanco","","Bronzen"," 22x0.40mm (Por metro) "," BRZ-T01 ","$84","450","150","$37.800","No","","","","","","","","","","","","",""
"Maderas","TAPACANTOS / CANTOS ABS","Tapacanto","PVC Blanco","","Bronzen"," 22x2mm (Por metro) "," BRZ-T02 ","$445","180","80","$80.100","No","","","","","","","","","","","","",""
"Maderas","TAPACANTOS / CANTOS ABS","Tapacanto","PVC Blanco","","Rehau"," 22×0,8mm (Por metro) "," MAD-0153B ","$160","800","200","$128.000","No","","","","","","","","","","","","",""
"PLACAS MDF CRUDO","","","","","","","","","","","","","","","","","","","","","","","","",""
"Maderas","PLACAS MDF CRUDO","Placa MDF Crudo 18mm","Trupan Estándar","Crudo","Trupan"," 1.83x2.60m "," DAC-TRU-18 ","$73.688","32","15","$2.358.016","No","","","","","","","","","","","","",""
"Maderas","PLACAS MDF CRUDO","Placa MDF Crudo 18mm","Eucaliptus","Crudo","Egger"," 1.83x2.60m "," DAC-EUC-18 ","$65.741","45","20","$2.958.345","No","","","","","","","","","","","","",""
"Maderas","PLACAS MDF CRUDO","Placa MDF Crudo 18mm","Nova","Crudo","Guillermina"," 1.83x3.66m "," DAC-GUI-18 ","$72.751","18","10","$1.309.518","No","","","","","","","","","","","","",""
"▼ HOJA: HERRAJES ▼","","","","","","","","","","","","","","","","","","","","","","","","",""
"CORREDERAS TELESCÓPICAS — HÄFELE","","","","","","","","","","","","","","","","","","","","","","","","",""
"Herrajes","CORREDERAS TELESCÓPICAS — HÄFELE","Corredera Telesc.","Común","25cm","Häfele"," 25cm "," 494.02.360 ","$5.801","40","20","$232.040","No","","","","","","","","","","","","",""
"Herrajes","CORREDERAS TELESCÓPICAS — HÄFELE","Corredera Telesc.","Común","30cm","Häfele"," 30cm "," 494.02.361 ","$6.849","55","25","$376.695","No","","","","","","","","","","","","",""
"Herrajes","CORREDERAS TELESCÓPICAS — HÄFELE","Corredera Telesc.","Común","35cm","Häfele"," 35cm "," 494.02.362 ","$7.899","60","25","$473.940","No","","","","","","","","","","","","",""
"Herrajes","CORREDERAS TELESCÓPICAS — HÄFELE","Corredera Telesc.","Común","40cm","Häfele"," 40cm "," 494.02.363 ","$8.947","45","20","$402.615","No","","","","","","","","","","","","",""
"Herrajes","CORREDERAS TELESCÓPICAS — HÄFELE","Corredera Telesc.","Común","45cm","Häfele"," 45cm "," 494.02.364 ","$9.995","50","20","$499.750","No","","","","","","","","","","","","",""
"Herrajes","CORREDERAS TELESCÓPICAS — HÄFELE","Corredera Telesc.","Común","50cm","Häfele"," 50cm "," 494.02.365 ","$10.734","35","15","$375.690","No","","","","","","","","","","","","",""
"Herrajes","CORREDERAS TELESCÓPICAS — HÄFELE","Corredera Telesc.","Común","55cm","Häfele"," 55cm "," 494.02.366 ","$11.753","28","15","$329.084","No","","","","","","","","","","","","",""
"Herrajes","CORREDERAS TELESCÓPICAS — HÄFELE","Corredera Telesc.","Común","60cm","Häfele"," 60cm "," 494.02.367 ","$12.769","25","12","$319.225","No","","","","","","","","","","","","",""
"Herrajes","CORREDERAS TELESCÓPICAS — HÄFELE","Corredera Telesc.","Común","65cm","Häfele"," 65cm "," 494.02.368 ","$13.788","18","10","$248.184","No","","","","","","","","","","","","",""
"Herrajes","CORREDERAS TELESCÓPICAS — HÄFELE","Corredera Telesc.","Común","70cm","Häfele"," 70cm "," 494.02.369 ","$14.806","15","10","$222.090","No","","","","","","","","","","","","",""
"Herrajes","CORREDERAS TELESCÓPICAS — HÄFELE","Corredera Telesc.","C.Suave","30cm","Häfele"," 30cm "," 494.02.061 ","$13.423","30","15","$402.690","No","","","","","","","","","","","","",""
"Herrajes","CORREDERAS TELESCÓPICAS — HÄFELE","Corredera Telesc.","C.Suave","35cm","Häfele"," 35cm "," 494.02.062 ","$14.750","28","15","$413.000","No","","","","","","","","","","","","",""
"Herrajes","CORREDERAS TELESCÓPICAS — HÄFELE","Corredera Telesc.","C.Suave","40cm","Häfele"," 40cm "," 494.02.063 ","$16.086","35","15","$563.010","No","","","","","","","","","","","","",""
"Herrajes","CORREDERAS TELESCÓPICAS — HÄFELE","Corredera Telesc.","C.Suave","45cm","Häfele"," 45cm "," 494.02.064 ","$17.407","32","15","$557.024","No","","","","","","","","","","","","",""
"Herrajes","CORREDERAS TELESCÓPICAS — HÄFELE","Corredera Telesc.","C.Suave","50cm","Häfele"," 50cm "," 494.02.065 ","$18.743","25","12","$468.575","No","","","","","","","","","","","","",""
"Herrajes","CORREDERAS TELESCÓPICAS — HÄFELE","Corredera Telesc.","C.Suave","55cm","Häfele"," 55cm "," 494.02.066 ","$20.071","18","10","$361.278","No","","","","","","","","","","","","",""
"Herrajes","CORREDERAS TELESCÓPICAS — HÄFELE","Corredera Telesc.","Push Open","30cm","Häfele"," 30cm "," 494.02.081 ","$11.724","22","10","$257.928","No","","","","","","","","","","","","",""
"Herrajes","CORREDERAS TELESCÓPICAS — HÄFELE","Corredera Telesc.","Push Open","35cm","Häfele"," 35cm "," 494.02.082 ","$13.147","25","10","$328.675","No","","","","","","","","","","","","",""
"Herrajes","CORREDERAS TELESCÓPICAS — HÄFELE","Corredera Telesc.","Push Open","40cm","Häfele"," 40cm "," 494.02.083 ","$14.571","30","12","$437.130","No","","","","","","","","","","","","",""
"Herrajes","CORREDERAS TELESCÓPICAS — HÄFELE","Corredera Telesc.","Push Open","45cm","Häfele"," 45cm "," 494.02.084 ","$15.995","28","12","$447.860","No","","","","","","","","","","","","",""
"Herrajes","CORREDERAS TELESCÓPICAS — HÄFELE","Corredera Telesc.","Push Open","50cm","Häfele"," 50cm "," 494.02.085 ","$17.420","20","10","$348.400","No","","","","","","","","","","","","",""
"Herrajes","CORREDERAS TELESCÓPICAS — HÄFELE","Corredera Telesc.","Push Open","55cm","Häfele"," 55cm "," 494.02.086 ","$18.842","15","8","$282.630","No","","","","","","","","","","","","",""
"Herrajes","CORREDERAS TELESCÓPICAS — HÄFELE","Corredera Telesc.","Push Open","60cm","Häfele"," 60cm "," 494.02.087 ","$20.267","12","8","$243.204","No","","","","","","","","","","","","",""
"CORREDERAS TELESCÓPICAS — BRONZEN","","","","","","","","","","","","","","","","","","","","","","","","",""
"Herrajes","CORREDERAS TELESCÓPICAS — BRONZEN","Corredera Telesc.","Común","30cm","Bronzen"," 30cm "," BRZ-2030-N ","$2.520","80","30","$201.600","No","","","","","","","","","","","","",""
"Herrajes","CORREDERAS TELESCÓPICAS — BRONZEN","Corredera Telesc.","Común","35cm","Bronzen"," 35cm "," BRZ-2035-N ","$2.940","95","30","$279.300","No","","","","","","","","","","","","",""
"Herrajes","CORREDERAS TELESCÓPICAS — BRONZEN","Corredera Telesc.","Común","40cm","Bronzen"," 40cm "," BRZ-2040-N ","$3.360","110","40","$369.600","No","","","","","","","","","","","","",""
"Herrajes","CORREDERAS TELESCÓPICAS — BRONZEN","Corredera Telesc.","Común","45cm","Bronzen"," 45cm "," BRZ-2045-N ","$3.780","90","30","$340.200","No","","","","","","","","","","","","",""
"Herrajes","CORREDERAS TELESCÓPICAS — BRONZEN","Corredera Telesc.","Común","50cm","Bronzen"," 50cm "," BRZ-2050-N ","$4.200","70","25","$294.000","No","","","","","","","","","","","","",""
"Herrajes","CORREDERAS TELESCÓPICAS — BRONZEN","Corredera Telesc.","Común","55cm","Bronzen"," 55cm "," BRZ-2055-N ","$4.620","50","20","$231.000","No","","","","","","","","","","","","",""
"Herrajes","CORREDERAS TELESCÓPICAS — BRONZEN","Corredera Telesc.","C.Suave","30cm","Bronzen"," 30cm "," BRZ-2130-Z ","$5.964","45","20","$268.380","No","","","","","","","","","","","","",""
"Herrajes","CORREDERAS TELESCÓPICAS — BRONZEN","Corredera Telesc.","C.Suave","35cm","Bronzen"," 35cm "," BRZ-2135-Z ","$6.133","50","20","$306.650","No","","","","","","","","","","","","",""
"Herrajes","CORREDERAS TELESCÓPICAS — BRONZEN","Corredera Telesc.","C.Suave","40cm","Bronzen"," 40cm "," BRZ-2140-Z ","$6.700","55","25","$368.500","No","","","","","","","","","","","","",""
"Herrajes","CORREDERAS TELESCÓPICAS — BRONZEN","Corredera Telesc.","C.Suave","45cm","Bronzen"," 45cm "," BRZ-2145-Z ","$7.266","40","20","$290.640","No","","","","","","","","","","","","",""
"Herrajes","CORREDERAS TELESCÓPICAS — BRONZEN","Corredera Telesc.","C.Suave","50cm","Bronzen"," 50cm "," BRZ-2150-Z ","$7.833","35","15","$274.155","No","","","","","","","","","","","","",""
"Herrajes","CORREDERAS TELESCÓPICAS — BRONZEN","Corredera Telesc.","C.Suave","55cm","Bronzen"," 55cm "," BRZ-2155-Z ","$8.479","25","12","$211.975","No","","","","","","","","","","","","",""
"Herrajes","CORREDERAS TELESCÓPICAS — BRONZEN","Corredera Telesc.","Push Open","30cm","Bronzen"," 30cm "," BRZ-2230-Z ","$5.401","30","15","$162.030","No","","","","","","","","","","","","",""
"Herrajes","CORREDERAS TELESCÓPICAS — BRONZEN","Corredera Telesc.","Push Open","35cm","Bronzen"," 35cm "," BRZ-2235-Z ","$5.964","35","15","$208.740","No","","","","","","","","","","","","",""
"Herrajes","CORREDERAS TELESCÓPICAS — BRONZEN","Corredera Telesc.","Push Open","40cm","Bronzen"," 40cm "," BRZ-2240-Z ","$6.528","40","18","$261.120","No","","","","","","","","","","","","",""
"Herrajes","CORREDERAS TELESCÓPICAS — BRONZEN","Corredera Telesc.","Push Open","45cm","Bronzen"," 45cm "," BRZ-2245-Z ","$7.092","28","15","$198.576","No","","","","","","","","","","","","",""
"Herrajes","CORREDERAS TELESCÓPICAS — BRONZEN","Corredera Telesc.","Push Open","50cm","Bronzen"," 50cm "," BRZ-2250-Z ","$7.372","25","12","$184.300","No","","","","","","","","","","","","",""
"Herrajes","CORREDERAS TELESCÓPICAS — BRONZEN","Corredera Telesc.","Push Open","55cm","Bronzen"," 55cm "," BRZ-2255-Z ","$8.219","20","10","$164.380","No","","","","","","","","","","","","",""
"Herrajes","CORREDERAS TELESCÓPICAS — BRONZEN","Corredera Telesc.","Liviana","30cm","Bronzen"," 30cm "," BRZ-1930-Z ","$1.608","100","40","$160.800","No","","","","","","","","","","","","",""
"Herrajes","CORREDERAS TELESCÓPICAS — BRONZEN","Corredera Telesc.","Liviana","35cm","Bronzen"," 35cm "," BRZ-1935-Z ","$1.875","85","35","$159.375","No","","","","","","","","","","","","",""
"Herrajes","CORREDERAS TELESCÓPICAS — BRONZEN","Corredera Telesc.","Liviana","40cm","Bronzen"," 40cm "," BRZ-1940-Z ","$2.143","75","30","$160.725","No","","","","","","","","","","","","",""
"Herrajes","CORREDERAS TELESCÓPICAS — BRONZEN","Corredera Telesc.","Liviana","45cm","Bronzen"," 45cm "," BRZ-1945-Z ","$2.411","60","25","$144.660","No","","","","","","","","","","","","",""
"Herrajes","CORREDERAS TELESCÓPICAS — BRONZEN","Corredera Telesc.","Liviana","50cm","Bronzen"," 50cm "," BRZ-1950-Z ","$2.679","45","20","$120.555","No","","","","","","","","","","","","",""
"GUÍAS OCULTAS — HÄFELE","","","","","","","","","","","","","","","","","","","","","","","","",""
"Herrajes","GUÍAS OCULTAS — HÄFELE","Guía Oculta","C.Suave","40cm","Häfele"," 40cm "," 433.03.284 ","$24.224","18","10","$436.032","No","","","","","","","","","","","","",""
"Herrajes","GUÍAS OCULTAS — HÄFELE","Guía Oculta","C.Suave","45cm","Häfele"," 45cm "," 433.03.285 ","$25.789","22","10","$567.358","No","","","","","","","","","","","","",""
"Herrajes","GUÍAS OCULTAS — HÄFELE","Guía Oculta","C.Suave","50cm","Häfele"," 50cm "," 433.03.286 ","$26.434","15","8","$396.510","No","","","","","","","","","","","","",""
"Herrajes","GUÍAS OCULTAS — HÄFELE","Guía Oculta","CS+Push","30cm","Häfele"," 30cm "," 433.03.681 ","$27.322","12","6","$327.864","No","","","","","","","","","","","","",""
"Herrajes","GUÍAS OCULTAS — HÄFELE","Guía Oculta","CS+Push","35cm","Häfele"," 35cm "," 433.03.682 ","$28.103","14","6","$393.442","No","","","","","","","","","","","","",""
"Herrajes","GUÍAS OCULTAS — HÄFELE","Guía Oculta","CS+Push","40cm","Häfele"," 40cm "," 433.03.683 ","$29.118","16","8","$465.888","No","","","","","","","","","","","","",""
"Herrajes","GUÍAS OCULTAS — HÄFELE","Guía Oculta","CS+Push","45cm","Häfele"," 45cm "," 433.03.684 ","$30.710","10","6","$307.100","No","","","","","","","","","","","","",""
"Herrajes","GUÍAS OCULTAS — HÄFELE","Guía Oculta","CS+Push","50cm","Häfele"," 50cm "," 433.03.685 ","$31.369","8","6","$250.952","No","","","","","","","","","","","","",""
"Herrajes","GUÍAS OCULTAS — HÄFELE","Guía Oculta","CS+Push","55cm","Häfele"," 55cm "," 433.03.686 ","$33.587","6","5","$201.522","No","","","","","","","","","","","","",""
"Herrajes","GUÍAS OCULTAS — HÄFELE","Guía Oculta","C.Suave","40cm","Bronzen"," 40cm "," BRZ-2340 ","$13.898","25","12","$347.450","No","","","","","","","","","","","","",""
"Herrajes","GUÍAS OCULTAS — HÄFELE","Guía Oculta","C.Suave","45cm","Bronzen"," 45cm "," BRZ-2345 ","$14.422","28","12","$403.816","No","","","","","","","","","","","","",""
"Herrajes","GUÍAS OCULTAS — HÄFELE","Guía Oculta","C.Suave","50cm","Bronzen"," 50cm "," BRZ-2350 ","$15.474","22","10","$340.428","No","","","","","","","","","","","","",""
"BISAGRAS — HÄFELE","","","","","","","","","","","","","","","","","","","","","","","","",""
"Herrajes","BISAGRAS — HÄFELE","Bisagra","Codo 0 Común","","Häfele"," 35mm "," 311.90.500 ","$686","350","150","$240.100","No","","","","","","","","","","","","",""
"Herrajes","BISAGRAS — HÄFELE","Bisagra","Codo 0 C.Suave","","Häfele"," 35mm "," 311.04.003 ","$2.682","180","80","$482.760","No","","","","","","","","","","","","",""
"Herrajes","BISAGRAS — HÄFELE","Bisagra","Codo 0 Push","","Häfele"," 35mm "," 311.84.506 ","$1.298","140","60","$181.720","No","","","","","","","","","","","","",""
"Herrajes","BISAGRAS — HÄFELE","Bisagra","Codo 0 LOCA","","Häfele"," 35mm "," 311.60.918 ","$1.294","95","50","$122.930","No","","","","","","","","","","","","",""
"Herrajes","BISAGRAS — HÄFELE","Bisagra","Codo 9 Común","","Häfele"," 35mm "," 311.90.501 ","$686","280","120","$192.080","No","","","","","","","","","","","","",""
"Herrajes","BISAGRAS — HÄFELE","Bisagra","Codo 9 C.Suave","","Häfele"," 35mm "," 311.04.004 ","$2.828","220","100","$622.160","No","","","","","","","","","","","","",""
"Herrajes","BISAGRAS — HÄFELE","Bisagra","Codo 9 Push","","Häfele"," 35mm "," 311.84.507 ","$1.502","120","60","$180.240","No","","","","","","","","","","","","",""
"Herrajes","BISAGRAS — HÄFELE","Bisagra","Codo 9 LOCA","","Häfele"," 35mm "," 311.60.917 ","$1.481","80","50","$118.480","No","","","","","","","","","","","","",""
"Herrajes","BISAGRAS — HÄFELE","Bisagra","Codo 18 Común","","Häfele"," 35mm "," 311.90.502 ","$686","240","100","$164.640","No","","","","","","","","","","","","",""
"Herrajes","BISAGRAS — HÄFELE","Bisagra","Codo 18 C.Suave","","Häfele"," 35mm "," 311.04.005 ","$2.956","160","80","$472.960","No","","","","","","","","","","","","",""
"Herrajes","BISAGRAS — HÄFELE","Bisagra","Codo 18 Push","","Häfele"," 35mm "," 311.84.508 ","$1.513","90","50","$136.170","No","","","","","","","","","","","","",""
"Herrajes","BISAGRAS — HÄFELE","Bisagra","Codo 18 LOCA","","Häfele"," 35mm "," 311.60.916 ","$1.492","60","40","$89.520","No","","","","","","","","","","","","",""
"Herrajes","BISAGRAS — HÄFELE","Bisagra","180° Común","","Häfele"," 35mm "," 311.63.740 ","$3.767","45","25","$169.515","No","","","","","","","","","","","","",""
"Herrajes","BISAGRAS — HÄFELE","Bisagra","Pilastra","","Häfele"," 35mm "," 311.04.194 ","$1.376","75","40","$103.200","No","","","","","","","","","","","","",""
"Herrajes","BISAGRAS — HÄFELE","Bisagra","90°","","Häfele"," 35mm "," 311.66.602 ","$2.783","55","30","$153.065","No","","","","","","","","","","","","",""
"Herrajes","BISAGRAS — HÄFELE","Bisagra","Placa Común","","Häfele"," 35mm "," 311.98.500 ","$201","800","300","$160.800","No","","","","","","","","","","","","",""
"Herrajes","BISAGRAS — HÄFELE","Bisagra","Placa Clip","","Häfele"," 35mm "," 311.71.500 ","$200","650","250","$130.000","No","","","","","","","","","","","","",""
"Herrajes","BISAGRAS — HÄFELE","Bisagra","Placa 3D","","Häfele"," 35mm "," 311.70.610 ","$550","420","150","$231.000","No","","","","","","","","","","","","",""
"BISAGRAS — BRONZEN","","","","","","","","","","","","","","","","","","","","","","","","",""
"Herrajes","BISAGRAS — BRONZEN","Bisagra","Codo 0 C.S.","","Bronzen"," 35mm "," BC-155-0 ","$713","500","200","$356.500","No","","","","","","","","","","","","",""
"Herrajes","BISAGRAS — BRONZEN","Bisagra","Codo 9 C.S.","","Bronzen"," 35mm "," BC-155-9 ","$713","420","200","$299.460","No","","","","","","","","","","","","",""
"Herrajes","BISAGRAS — BRONZEN","Bisagra","Codo 18 C.S.","","Bronzen"," 35mm "," BC-155-18 ","$713","350","150","$249.550","No","","","","","","","","","","","","",""
"PISTONES","","","","","","","","","","","","","","","","","","","","","","","","",""
"Herrajes","PISTONES","Pistón","C.Suave","60N","Häfele",""," 373.82.301 ","$4.667","45","20","$210.015","No","","","","","","","","","","","","",""
"Herrajes","PISTONES","Pistón","C.Suave","80N","Häfele",""," 373.82.302 ","$4.667","50","20","$233.350","No","","","","","","","","","","","","",""
"Herrajes","PISTONES","Pistón","C.Suave","100N","Häfele",""," 373.82.303 ","$4.667","55","25","$256.685","No","","","","","","","","","","","","",""
"Herrajes","PISTONES","Pistón","C.Suave","120N","Häfele",""," 373.82.304 ","$4.667","40","20","$186.680","No","","","","","","","","","","","","",""
"Herrajes","PISTONES","Pistón","C.Suave","150N","Häfele",""," 373.82.305 ","$4.667","35","15","$163.345","No","","","","","","","","","","","","",""
"Herrajes","PISTONES","Pistón","F.Inversa","60N","Häfele",""," 373.82.901 ","$4.357","20","10","$87.140","No","","","","","","","","","","","","",""
"Herrajes","PISTONES","Pistón","F.Inversa","80N","Häfele",""," 373.82.902 ","$4.357","25","10","$108.925","No","","","","","","","","","","","","",""
"Herrajes","PISTONES","Pistón","F.Inversa","100N","Häfele",""," 373.82.903 ","$4.357","18","10","$78.426","No","","","","","","","","","","","","",""
"Herrajes","PISTONES","Pistón","Común","60N","Bronzen",""," P10-60 ","$1.057","120","50","$126.840","No","","","","","","","","","","","","",""
"Herrajes","PISTONES","Pistón","Común","80N","Bronzen",""," P10-80 ","$1.057","140","50","$147.980","No","","","","","","","","","","","","",""
"Herrajes","PISTONES","Pistón","Común","100N","Bronzen",""," P10-100 ","$1.057","150","60","$158.550","No","","","","","","","","","","","","",""
"Herrajes","PISTONES","Pistón","Común","120N","Bronzen",""," P10-120 ","$1.057","110","50","$116.270","No","","","","","","","","","","","","",""
"Herrajes","PISTONES","Pistón","Común","150N","Bronzen",""," P10-150 ","$1.057","80","40","$84.560","No","","","","","","","","","","","","",""
"Herrajes","PISTONES","Pistón","F.Inversa","60N","Bronzen",""," P10-60-FI ","$1.372","45","20","$61.740","No","","","","","","","","","","","","",""
"Herrajes","PISTONES","Pistón","F.Inversa","80N","Bronzen",""," P10-80-FI ","$1.372","50","20","$68.600","No","","","","","","","","","","","","",""
"Herrajes","PISTONES","Pistón","F.Inversa","100N","Bronzen",""," P10-100-FI ","$1.372","40","20","$54.880","No","","","","","","","","","","","","",""
"Herrajes","PISTONES","Pistón","F.Inversa","120N","Bronzen",""," P10-120-FI ","$1.372","30","15","$41.160","No","","","","","","","","","","","","",""
"LATERALES CAJÓN — HÄFELE","","","","","","","","","","","","","","","","","","","","","","","","",""
"Herrajes","LATERALES CAJÓN — HÄFELE","Matrix S","Blanco 84mm","Blanco","Häfele"," 400x84mm "," 552.56.793 ","$43.014","12","6","$516.168","No","","","","","","","","","","","","",""
"Herrajes","LATERALES CAJÓN — HÄFELE","Matrix S","Blanco 84mm","Blanco","Häfele"," 450x84mm "," 552.56.794 ","$44.379","14","6","$621.306","No","","","","","","","","","","","","",""
"Herrajes","LATERALES CAJÓN — HÄFELE","Matrix S","Blanco 84mm","Blanco","Häfele"," 500x84mm "," 552.56.795 ","$46.939","15","8","$704.085","No","","","","","","","","","","","","",""
"Herrajes","LATERALES CAJÓN — HÄFELE","Matrix S","Blanco 120mm","Blanco","Häfele"," 400x120mm "," 552.54.793 ","$43.988","10","6","$439.880","No","","","","","","","","","","","","",""
