"STOCK CONSOLIDADO — MUEBLERÍA FONTANA Hoja Origen ▼ HOJA: MADERAS ▼ EGGER MDF 18mm — Nacional","Sección ","Producto ","Categoría ","Color / Variante ","Marca ","Medida ","Código ","Precio Unit. ","Stock Actual ","Stock Mín. ","Precio Total ","Reponer ","","","","","","","","","","","","",""
"Herrajes","LATERALES CAJÓN — HÄFELE","Matrix S","Blanco 120mm","Blanco","Häfele"," 450x120mm "," 552.54.794 ","$45.411","12","6","$544.932","No","","","","","","","","","","","","",""
"Herrajes","LATERALES CAJÓN — HÄFELE","Matrix S","Blanco 120mm","Blanco","Häfele"," 500x120mm "," 552.54.795 ","$47.997","11","6","$527.967","No","","","","","","","","","","","","",""
"Herrajes","LATERALES CAJÓN — HÄFELE","Matrix S","Antracita 84mm","Antracita","Häfele"," 400x84mm "," 552.56.493 ","$43.834","8","5","$350.672","No","","","","","","","","","","","","",""
"Herrajes","LATERALES CAJÓN — HÄFELE","Matrix S","Antracita 84mm","Antracita","Häfele"," 450x84mm "," 552.56.494 ","$45.225","9","5","$407.025","No","","","","","","","","","","","","",""
"Herrajes","LATERALES CAJÓN — HÄFELE","Matrix S","Antracita 84mm","Antracita","Häfele"," 500x84mm "," 552.56.495 ","$47.833","10","5","$478.330","No","","","","","","","","","","","","",""
"Herrajes","LATERALES CAJÓN — HÄFELE","Matrix S","Antracita 120mm","Antracita","Häfele"," 400x120mm "," 552.54.493 ","$44.825","7","5","$313.775","No","","","","","","","","","","","","",""
"Herrajes","LATERALES CAJÓN — HÄFELE","Matrix S","Antracita 120mm","Antracita","Häfele"," 450x120mm "," 552.54.494 ","$46.276","6","5","$277.656","No","","","","","","","","","","","","",""
"Herrajes","LATERALES CAJÓN — HÄFELE","Matrix S","Antracita 120mm","Antracita","Häfele"," 500x120mm "," 552.54.495 ","$48.911","8","5","$391.288","No","","","","","","","","","","","","",""
"Herrajes","LATERALES CAJÓN — HÄFELE","Matrix S","Gris 84mm","Gris","Häfele"," 400x84mm "," 552.56.693 ","$43.014","9","5","$387.126","No","","","","","","","","","","","","",""
"Herrajes","LATERALES CAJÓN — HÄFELE","Matrix S","Gris 84mm","Gris","Häfele"," 450x84mm "," 552.56.694 ","$44.379","11","5","$488.169","No","","","","","","","","","","","","",""
"Herrajes","LATERALES CAJÓN — HÄFELE","Matrix S","Gris 84mm","Gris","Häfele"," 500x84mm "," 552.56.695 ","$46.939","12","5","$563.268","No","","","","","","","","","","","","",""
"Herrajes","LATERALES CAJÓN — HÄFELE","Matrix S","Gris 120mm","Gris","Häfele"," 400x120mm "," 552.54.693 ","$43.988","8","5","$351.904","No","","","","","","","","","","","","",""
"Herrajes","LATERALES CAJÓN — HÄFELE","Matrix S","Gris 120mm","Gris","Häfele"," 450x120mm "," 552.54.694 ","$45.411","10","5","$454.110","No","","","","","","","","","","","","",""
"Herrajes","LATERALES CAJÓN — HÄFELE","Matrix S","Gris 120mm","Gris","Häfele"," 500x120mm "," 552.54.695 ","$47.997","9","5","$431.973","No","","","","","","","","","","","","",""
"ZÓCALOS + PATAS — BRONZEN","","","","","","","","","","","","","","","","","","","","","","","","",""
"Herrajes","ZÓCALOS + PATAS — BRONZEN","Zócalo 3m","100mm","Anodizado","Bronzen"," 100mm x 3m "," TUH-1100 ","$9.823","30","15","$294.690","No","","","","","","","","","","","","",""
"Herrajes","ZÓCALOS + PATAS — BRONZEN","Zócalo 3m","120mm","Anodizado","Bronzen"," 120mm x 3m "," TUH-1120 ","$11.358","25","12","$283.950","No","","","","","","","","","","","","",""
"Herrajes","ZÓCALOS + PATAS — BRONZEN","Zócalo 3m","150mm","Anodizado","Bronzen"," 150mm x 3m "," TUH-1150 ","$15.077","18","10","$271.386","No","","","","","","","","","","","","",""
"Herrajes","ZÓCALOS + PATAS — BRONZEN","Zócalo 3m","100mm","Negro","Bronzen"," 100mm x 3m "," TUH-1100-N ","$9.823","22","12","$216.106","No","","","","","","","","","","","","",""
"Herrajes","ZÓCALOS + PATAS — BRONZEN","Zócalo 3m","120mm","Negro","Bronzen"," 120mm x 3m "," TUH-1120-N ","$11.358","20","10","$227.160","No","","","","","","","","","","","","",""
"Herrajes","ZÓCALOS + PATAS — BRONZEN","Zócalo 3m","150mm","Negro","Bronzen"," 150mm x 3m "," TUH-1150-N ","$15.077","15","10","$226.155","No","","","","","","","","","","","","",""
"Herrajes","ZÓCALOS + PATAS — BRONZEN","Pata","Cuad.Alum. 100mm","","Bronzen",""," BRZ-6010 ","$989","250","100","$247.250","No","","","","","","","","","","","","",""
"Herrajes","ZÓCALOS + PATAS — BRONZEN","Pata","PVC Reg. 70-100","","Bronzen",""," BRZ-6207 ","$405","380","150","$153.900","No","","","","","","","","","","","","",""
"Herrajes","ZÓCALOS + PATAS — BRONZEN","Pata","PVC Reg. 100-170","","Bronzen",""," BRZ-6210 ","$469","420","150","$196.980","No","","","","","","","","","","","","",""
"Herrajes","ZÓCALOS + PATAS — BRONZEN","Piso Aluminio","Bajo bacha","","-"," 600mm "," HM-PISO60 ","$18.908","8","4","$151.264","No","","","","","","","","","","","","",""
"Herrajes","ZÓCALOS + PATAS — BRONZEN","Piso Aluminio","Bajo bacha","","-"," 800mm "," HM-PISO80 ","$21.790","10","4","$217.900","No","","","","","","","","","","","","",""
"Herrajes","ZÓCALOS + PATAS — BRONZEN","Piso Aluminio","Bajo bacha","","-"," 900mm "," HM-PISO90 ","$22.812","7","4","$159.684","No","","","","","","","","","","","","",""
"Herrajes","ZÓCALOS + PATAS — BRONZEN","Piso Aluminio","Bajo bacha","","-"," 1000mm "," HM-PISO100 ","$26.561","5","3","$132.805","No","","","","","","","","","","","","",""
"ACCESORIOS COCINA","","","","","","","","","","","","","","","","","","","","","","","","",""
"Herrajes","ACCESORIOS COCINA","Cubertero PVC","","315mm","Bronzen"," 315x485mm "," LC-1315 ","$8.166","15","8","$122.490","No","","","","","","","","","","","","",""
"Herrajes","ACCESORIOS COCINA","Cubertero PVC","","390mm","Bronzen"," 390x485mm "," LC-1390 ","$9.513","18","8","$171.234","No","","","","","","","","","","","","",""
"Herrajes","ACCESORIOS COCINA","Cubertero PVC","","435mm","Bronzen"," 435x485mm "," LC-1435 ","$10.682","12","6","$128.184","No","","","","","","","","","","","","",""
"Herrajes","ACCESORIOS COCINA","Cubertero PVC","","540mm","Bronzen"," 540x485mm "," LC-1540 ","$12.189","14","6","$170.646","No","","","","","","","","","","","","",""
"Herrajes","ACCESORIOS COCINA","Cubertero PVC","","635mm","Bronzen"," 635x485mm "," LC-1635 ","$13.801","10","5","$138.010","No","","","","","","","","","","","","",""
"Herrajes","ACCESORIOS COCINA","Cubertero PVC","","735mm","Bronzen"," 735x485mm "," LC-1735 ","$16.172","8","5","$129.376","No","","","","","","","","","","","","",""
"Herrajes","ACCESORIOS COCINA","Cubertero PVC","","830mm","Bronzen"," 830x485mm "," LC-1830 ","$20.082","6","4","$120.492","No","","","","","","","","","","","","",""
"Herrajes","ACCESORIOS COCINA","Tacho Basura","Doble 20+20 lts","","Bronzen"," 20+20 lts "," TBE-2020 ","$120.502","4","2","$482.008","No","","","","","","","","","","","","",""
"Herrajes","ACCESORIOS COCINA","Tacho Basura","Doble 12+12 lts","","Bronzen"," 12+12 lts "," TBE-1212 ","$108.562","5","2","$542.810","No","","","","","","","","","","","","",""
"Herrajes","ACCESORIOS COCINA","Tacho Basura","Doble 20 lts","","Bronzen"," 20 lts "," TBE-200 ","$92.552","6","3","$555.312","No","","","","","","","","","","","","",""
"Herrajes","ACCESORIOS COCINA","Magic Corner","Reversible","","Häfele",""," 548.16.202 ","$717.435","2","1","$1.434.870","No","","","","","","","","","","","","",""
"Herrajes","ACCESORIOS COCINA","Magic Corner","Der/Izq","","Bronzen",""," LC-101 ","$291.494","3","2","$874.482","No","","","","","","","","","","","","",""
"Herrajes","ACCESORIOS COCINA","Le Mans","Der/Izq","","Bronzen",""," LC-100 ","$187.948","3","2","$563.844","No","","","","","","","","","","","","",""
"Herrajes","ACCESORIOS COCINA","Columna CS","300mm","","Häfele"," 1659-2059 "," 546.47.214 ","$678.772","2","1","$1.357.544","No","","","","","","","","","","","","",""
"Herrajes","ACCESORIOS COCINA","Columna CS","400mm","","Häfele"," 1659-2059 "," 546.47.234 ","$696.060","2","1","$1.392.120","No","","","","","","","","","","","","",""
"Herrajes","ACCESORIOS COCINA","Secaplatos","Alacena inox","","CIMA"," 600mm "," CIM-S60 ","$51.562","5","3","$257.810","No","","","","","","","","","","","","",""
"Herrajes","ACCESORIOS COCINA","Secaplatos","Alacena inox","","CIMA"," 700mm "," CIM-S70 ","$67.968","4","2","$271.872","No","","","","","","","","","","","","",""
"Herrajes","ACCESORIOS COCINA","Secaplatos","Alacena inox","","CIMA"," 800mm "," CIM-S80 ","$77.343","3","2","$232.029","No","","","","","","","","","","","","",""
"Herrajes","ACCESORIOS COCINA","Secaplatos","Alacena inox","","CIMA"," 900mm "," CIM-S90 ","$85.493","2","2","$170.986","Sí","","","","","","","","","","","","",""
"Herrajes","ACCESORIOS COCINA","Aislante Horno","Foco 1200°C 3mm","","-"," 560x850mm "," AIS-F01 ","$13.998","12","6","$167.976","No","","","","","","","","","","","","",""
"Herrajes","ACCESORIOS COCINA","Aislante Horno","UDG 1200°C 3mm","","-"," 560x850mm "," AIS-U01 ","$15.159","10","5","$151.590","No","","","","","","","","","","","","",""
"CAÑO OVAL — MUNDO CIMA","","","","","","","","","","","","","","","","","","","","","","","","",""
"Herrajes","CAÑO OVAL — MUNDO CIMA","Caño Oval","Perchero","Cromado","CIMA",""," CO-10 ","$3.998","22","10","$87.956","No","","","","","","","","","","","","",""
"Herrajes","CAÑO OVAL — MUNDO CIMA","Caño Oval","Perchero","Mate","CIMA",""," OVO ","$9.915","15","8","$148.725","No","","","","","","","","","","","","",""
"Herrajes","CAÑO OVAL — MUNDO CIMA","Caño Oval","Perchero","Negro","CIMA",""," OVON ","$9.915","18","8","$178.470","No","","","","","","","","","","","","",""
"Herrajes","CAÑO OVAL — MUNDO CIMA","Caño Oval","Perchero","LED","CIMA",""," CO-12 ","$11.789","8","5","$94.312","No","","","","","","","","","","","","",""
"Herrajes","CAÑO OVAL — MUNDO CIMA","Caño Oval","Soporte Embutir","Anodizado","CIMA",""," PLE ","$11.218","45","20","$504.810","No","","","","","","","","","","","","",""
"Herrajes","CAÑO OVAL — MUNDO CIMA","Caño Oval","Soporte Embutir","Negro","CIMA",""," PLEN ","$12.346","38","20","$469.148","No","","","","","","","","","","","","",""
"Herrajes","CAÑO OVAL — MUNDO CIMA","Caño Oval","Soporte Clipar","Anodizado","CIMA",""," PLC ","$9.794","50","25","$489.700","No","","","","","","","","","","","","",""
"Herrajes","CAÑO OVAL — MUNDO CIMA","Caño Oval","Soporte Clipar","Negro","CIMA",""," PLCN ","$10.775","42","20","$452.550","No","","","","","","","","","","","","",""
"Herrajes","CAÑO OVAL — MUNDO CIMA","Caño Oval","Tapa","Anodizado","CIMA",""," TLC ","$390","180","80","$70.200","No","","","","","","","","","","","","",""
"Herrajes","CAÑO OVAL — MUNDO CIMA","Caño Oval","Tapa","Negro","CIMA",""," TLCN ","$417","150","80","$62.550","No","","","","","","","","","","","","",""
"Herrajes","CAÑO OVAL — MUNDO CIMA","Caño Oval","Tapa 45°","Anodizado","CIMA",""," T45LC ","$390","140","60","$54.600","No","","","","","","","","","","","","",""
"Herrajes","CAÑO OVAL — MUNDO CIMA","Caño Oval","Tapa 45°","Negro","CIMA",""," T45LCN ","$417","120","60","$50.040","No","","","","","","","","","","","","",""
"Herrajes","CAÑO OVAL — MUNDO CIMA","Caño Oval","Grampa","","CIMA",""," GLC ","$255","220","100","$56.100","No","","","","","","","","","","","","",""
"Herrajes","CAÑO OVAL — MUNDO CIMA","Caño Oval","Grampa 45°","","CIMA",""," G45LC ","$255","180","80","$45.900","No","","","","","","","","","","","","",""
"SOPORTES DE ESTANTE","","","","","","","","","","","","","","","","","","","","","","","","",""
"Herrajes","SOPORTES DE ESTANTE","Soporte Estante","5/5","","Bronzen",""," F-6 ","$13","1.200","500","$15.600","No","","","","","","","","","","","","",""
"Herrajes","SOPORTES DE ESTANTE","Soporte Estante","5/5","","Häfele",""," 282.43.905 ","$22","850","300","$18.700","No","","","","","","","","","","","","",""
"Herrajes","SOPORTES DE ESTANTE","Soporte Estante","Pala","Latón","Häfele",""," 282.04.515 ","$45","420","150","$18.900","No","","","","","","","","","","","","",""
"Herrajes","SOPORTES DE ESTANTE","Soporte Estante","Pala","Níquel","CIMA",""," F-21 ","$32","380","150","$12.160","No","","","","","","","","","","","","",""
"Herrajes","SOPORTES DE ESTANTE","Soporte Estante","Lateral","","CIMA",""," F-2 ","$222","180","80","$39.960","No","","","","","","","","","","","","",""
"Herrajes","SOPORTES DE ESTANTE","Soporte Estante","Central","Negro","CIMA",""," SCON ","$1.800","60","25","$108.000","No","","","","","","","","","","","","",""
"Herrajes","SOPORTES DE ESTANTE","Soporte Estante","Escuadra Del Sur","","Del Sur",""," 2600NT ","$159","250","100","$39.750","No","","","","","","","","","","","","",""
"Herrajes","SOPORTES DE ESTANTE","Soporte Estante","Escuadra Bronzen","","Bronzen",""," F-26 ","$147","220","100","$32.340","No","","","","","","","","","","","","",""
"Herrajes","SOPORTES DE ESTANTE","Soporte Estante","Ángulo Zinc","","-"," 25x25mm "," F-37 ","$61","500","200","$30.500","No","","","","","","","","","","","","",""
"Herrajes","SOPORTES DE ESTANTE","Soporte Estante","Ángulo Zinc","","-"," 40x40mm "," F-39 ","$95","380","150","$36.100","No","","","","","","","","","","","","",""
"Herrajes","SOPORTES DE ESTANTE","Soporte Estante","Ángulo Blanco","","-",""," F-36 ","$130","290","120","$37.700","No","","","","","","","","","","","","",""
"COLGADORES ALACENA — MUNDO CIMA","","","","","","","","","","","","","","","","","","","","","","","","",""
"Herrajes","COLGADORES ALACENA — MUNDO CIMA","Colgador Alacena","F-10","Blanco","CIMA",""," F-10-B ","$416","180","80","$74.880","No","","","","","","","","","","","","",""
"Herrajes","COLGADORES ALACENA — MUNDO CIMA","Colgador Alacena","F-10","Negro","CIMA",""," F-10-N ","$416","150","80","$62.400","No","","","","","","","","","","","","",""
"TORNILLOS","","","","","","","","","","","","","","","","","","","","","","","","",""
"Herrajes","TORNILLOS","Tornillo 50mm","Aglomerado T11","","Bronzen"," 3.5x50mm "," T11-3550 ","$15.456","15","8","$231.840","No","","","","","","","","","","","","",""
"Herrajes","TORNILLOS","Tornillo 50mm","Melamina T10","","Bronzen"," 3.5x50mm "," T10-3550 ","$14.504","200","8","$2.900.800","No","","","","","","","","","","","","",""
"Herrajes","TORNILLOS","Tornillo 50mm","Euro 015.33","","Häfele"," 3.5x50mm "," 015.33.096 ","$15.631","10","5","$156.310","No","","","","","","","","","","","","",""
"Herrajes","TORNILLOS","Tornillo 50mm","Euro 015.97","","Häfele"," 3.5x50mm "," 015.97.038 ","$17.479","8","5","$139.832","No","","","","","","","","","","","","",""
"Herrajes","TORNILLOS","Tornillo 16mm","Melamina T10","","Bronzen"," 3.5x16mm "," T10-3516 ","$5.418","300","10","$1.625.400","No","","","","","","","","","","","","",""
"Herrajes","TORNILLOS","Tornillo 30mm","Melamina T10","","Bronzen"," 3.5x30mm "," HER-0180B ","$1.200","500","200","$600.000","No","","","","","","","","","","","","",""
"▼ HOJA: ILUMINACIÓN LED ▼","","","","","","","","","","","","","","","","","","","","","","","","",""
"VARILLAS BAJO MESADA 220V","","","","","","","","","","","","","","","","","","","","","","","","",""
"Iluminación LED","VARILLAS BAJO MESADA 220V","Varilla 220V","COB 75LED","","-"," 0.5m "," VAR-COB05 ","$5.440","25","12","$136.000","No","","","","","","","","","","","","",""
"Iluminación LED","VARILLAS BAJO MESADA 220V","Varilla 220V","COB 75LED","","-"," 0.8m "," VAR-COB08 ","$6.100","22","10","$134.200","No","","","","","","","","","","","","",""
"Iluminación LED","VARILLAS BAJO MESADA 220V","Varilla 220V","COB 150LED","","-"," 1m "," VAR-COB10 ","$7.100","28","12","$198.800","No","","","","","","","","","","","","",""
"Iluminación LED","VARILLAS BAJO MESADA 220V","Varilla 220V","COB 150LED","","-"," 1.2m "," VAR-COB12 ","$7.900","20","10","$158.000","No","","","","","","","","","","","","",""
"Iluminación LED","VARILLAS BAJO MESADA 220V","Varilla 220V","SMD 72LED","","-"," 0.5m "," VAR-SMD05 ","$3.100","30","15","$93.000","No","","","","","","","","","","","","",""
"Iluminación LED","VARILLAS BAJO MESADA 220V","Varilla 220V","SMD 72LED","","-"," 0.8m "," VAR-SMD08 ","$6.100","18","10","$109.800","No","","","","","","","","","","","","",""
"Iluminación LED","VARILLAS BAJO MESADA 220V","Varilla 220V","SMD 72LED","","-"," 1m "," VAR-SMD10 ","$3.600","32","15","$115.200","No","","","","","","","","","","","","",""
"Iluminación LED","VARILLAS BAJO MESADA 220V","Varilla 220V","SMD 144LED","","-"," 1m "," VAR-SMD144 ","$4.500","24","12","$108.000","No","","","","","","","","","","","","",""
"Iluminación LED","VARILLAS BAJO MESADA 220V","Varilla 220V","SMD 144LED","","-"," 1.2m "," VAR-SMD144-12 ","$5.100","18","10","$91.800","No","","","","","","","","","","","","",""
"TIRAS LED 12V (rollo 5m)","","","","","","","","","","","","","","","","","","","","","","","","",""
"Iluminación LED","TIRAS LED 12V (rollo 5m)","Tira LED 12V","COB 320D 5mm","","-"," 5 metros "," LED-COB320-5 ","$23.120","15","8","$346.800","No","","","","","","","","","","","","",""
"Iluminación LED","TIRAS LED 12V (rollo 5m)","Tira LED 12V","COB 320D 8mm","","-"," 5 metros "," LED-COB320-8 ","$21.760","18","8","$391.680","No","","","","","","","","","","","","",""
"Iluminación LED","TIRAS LED 12V (rollo 5m)","Tira LED 12V","2835 60LED 8mm","","-"," 5 metros "," LED-2835-60 ","$9.130","22","10","$200.860","No","","","","","","","","","","","","",""
"Iluminación LED","TIRAS LED 12V (rollo 5m)","Tira LED 12V","2835 120LED 5mm","","-"," 5 metros "," LED-2835-120-5 ","$13.710","16","8","$219.360","No","","","","","","","","","","","","",""
"Iluminación LED","TIRAS LED 12V (rollo 5m)","Tira LED 12V","2835 120LED 8mm","","-"," 5 metros "," LED-2835-120-8 ","$12.870","20","10","$257.400","No","","","","","","","","","","","","",""
"Iluminación LED","TIRAS LED 12V (rollo 5m)","Tira LED 12V","2835 240LED 10mm","","-"," 5 metros "," LED-2835-240 ","$22.850","12","6","$274.200","No","","","","","","","","","","","","",""
"Iluminación LED","TIRAS LED 12V (rollo 5m)","Tira LED 12V","5050 60LED 10mm","","-"," 5 metros "," LED-5050-60 ","$12.870","14","8","$180.180","No","","","","","","","","","","","","",""
"Iluminación LED","TIRAS LED 12V (rollo 5m)","Tira LED 12V","4040 60LED 10mm","","-"," 5 metros "," LED-4040-60 ","$8.500","18","8","$153.000","No","","","","","","","","","","","","",""
"TIRAS LED 24V (rollo 10m)","","","","","","","","","","","","","","","","","","","","","","","","",""
"Iluminación LED","TIRAS LED 24V (rollo 10m)","Tira LED 24V","COB 320D 8mm Blancos","","-"," 10 metros "," LED24-COB-B ","$38.630","10","5","$386.300","No","","","","","","","","","","","","",""
"Iluminación LED","TIRAS LED 24V (rollo 10m)","Tira LED 24V","COB 320D 8mm Colores","","-"," 10 metros "," LED24-COB-C ","$44.880","8","5","$359.040","No","","","","","","","","","","","","",""
"TIRAS LED 220V (rollo 10m)","","","","","","","","","","","","","","","","","","","","","","","","",""
"Iluminación LED","TIRAS LED 220V (rollo 10m)","Tira LED 220V","2835 120LED IP20","","-"," 10 metros "," LED220-2835 ","$32.000","12","6","$384.000","No","","","","","","","","","","","","",""
"Iluminación LED","TIRAS LED 220V (rollo 10m)","Tira LED 220V","COB 320 IP20","","-"," 10 metros "," LED220-COB320 ","$40.800","10","6","$408.000","No","","","","","","","","","","","","",""
"Iluminación LED","TIRAS LED 220V (rollo 10m)","Tira LED 220V","COB 240 IP20","","-"," 10 metros "," LED220-COB240 ","$28.560","14","6","$399.840","No","","","","","","","","","","","","",""
"KITS COMPLETOS","","","","","","","","","","","","","","","","","","","","","","","","",""
"Iluminación LED","KITS COMPLETOS","Kit","Doble Temperatura 24V","","Mayor LED"," 10m "," KIT-DT24 ","$123.760","4","2","$495.040","No","","","","","","","","","","","","",""
"Iluminación LED","KITS COMPLETOS","Kit","Tira Secuencial 24V","","Mayor LED"," 10m "," KIT-TS24 ","$53.860","6","3","$323.160","No","","","","","","","","","","","","",""
"PERFILES ALUMINIO PARA MUEBLE","","","","","","","","","","","","","","","","","","","","","","","","",""
"Iluminación LED","PERFILES ALUMINIO PARA MUEBLE","Perfil Aluminio","Triángulo 2m","","-",""," P-1010 ","$7.800","30","12","$234.000","No","","","","","","","","","","","","",""
"Iluminación LED","PERFILES ALUMINIO PARA MUEBLE","Perfil Aluminio","Ángulo 120° 1.5m","","-",""," P-LF-05 ","$17.400","22","10","$382.800","No","","","","","","","","","","","","",""
"Iluminación LED","PERFILES ALUMINIO PARA MUEBLE","Perfil Aluminio","Ángulo tira 9mm 1.5m","","-",""," P-LF-08 ","$19.770","18","10","$355.860","No","","","","","","","","","","","","",""
"Iluminación LED","PERFILES ALUMINIO PARA MUEBLE","Perfil Aluminio","2m","","-",""," P-1509 ","$7.180","25","12","$179.500","No","","","","","","","","","","","","",""
"Iluminación LED","PERFILES ALUMINIO PARA MUEBLE","Perfil Aluminio","2m","","-",""," P-509 ","$9.280","20","10","$185.600","No","","","","","","","","","","","","",""
"Iluminación LED","PERFILES ALUMINIO PARA MUEBLE","Perfil Aluminio","2m","","-",""," P-701 ","$10.320","16","8","$165.120","No","","","","","","","","","","","","",""
"Iluminación LED","PERFILES ALUMINIO PARA MUEBLE","Perfil Aluminio","2m","","-",""," P-508 ","$7.930","22","10","$174.460","No","","","","","","","","","","","","",""
"Iluminación LED","PERFILES ALUMINIO PARA MUEBLE","Perfil Aluminio","2m","","-",""," P-1307 ","$7.800","28","12","$218.400","No","","","","","","","","","","","","",""
"Iluminación LED","PERFILES ALUMINIO PARA MUEBLE","Perfil Aluminio","2m","","-",""," P-2010A ","$8.680","18","10","$156.240","No","","","","","","","","","","","","",""
"Iluminación LED","PERFILES ALUMINIO PARA MUEBLE","Perfil Aluminio","2m","","-",""," P-1010A ","$6.700","24","12","$160.800","No","","","","","","","","","","","","",""
"Iluminación LED","PERFILES ALUMINIO PARA MUEBLE","Perfil Aluminio","2m","","-",""," P-601R ","$7.710","20","10","$154.200","No","","","","","","","","","","","","",""
"Iluminación LED","PERFILES ALUMINIO PARA MUEBLE","Perfil Aluminio","Zócalo LED","","-",""," P-TJX0550 ","$22.300","15","8","$334.500","No","","","","","","","","","","","","",""
"SENSORES (precio por pack)","","","","","","","","","","","","","","","","","","","","","","","","",""
"Iluminación LED","SENSORES (precio por pack)","Sensor","Táctil","","-"," Pack x25 "," CM-01 ","$184.960","3","2","$554.880","No","","","","","","","","","","","","",""
"Iluminación LED","SENSORES (precio por pack)","Sensor","Barrido mano","","-"," Pack x25 "," SS-01 ","$184.960","3","2","$554.880","No","","","","","","","","","","","","",""
"Iluminación LED","SENSORES (precio por pack)","Sensor","Movimiento","","-"," Pack x25 "," RT-01 ","$212.160","2","2","$424.320","Sí","","","","","","","","","","","","",""
"Iluminación LED","SENSORES (precio por pack)","Sensor","Puerta simple","","-"," Pack x25 "," MK-01 ","$184.960","4","2","$739.840","No","","","","","","","","","","","","",""
"Iluminación LED","SENSORES (precio por pack)","Sensor","Puerta doble","","-"," Pack x25 "," MK-02 ","$239.360","2","2","$478.720","Sí","","","","","","","","","","","","",""
"FUENTES","","","","","","","","","","","","","","","","","","","","","","","","",""
"Iluminación LED","FUENTES","Fuente","Armario 12V 36W","","-",""," FUE-A36 ","$9.800","12","6","$117.600","No","","","","","","","","","","","","",""
"Iluminación LED","FUENTES","Fuente","Armario 12V 60W","","-",""," FUE-A60 ","$15.780","10","5","$157.800","No","","","","","","","","","","","","",""
"Iluminación LED","FUENTES","Fuente","Armario 24V 100W","","-",""," FUE-A100 ","$18.770","8","4","$150.160","No","","","","","","","","","","","","",""
"Iluminación LED","FUENTES","Fuente","Slim 12V 60W","","-",""," FUE-S60 ","$13.010","14","6","$182.140","No","","","","","","","","","","","","",""
"Iluminación LED","FUENTES","Fuente","Slim 12V 100W","","-",""," FUE-S100 ","$17.470","11","5","$192.170","No","","","","","","","","","","","","",""
"Iluminación LED","FUENTES","Fuente","Slim 12V 200W","","-",""," FUE-S200 ","$25.030","6","4","$150.180","No","","","","","","","","","","","","",""
"Iluminación LED","FUENTES","Fuente","Slim 24V 60W","","-",""," FUE-SS60 ","$13.710","9","4","$123.390","No","","","","","","","","","","","","",""
"Iluminación LED","FUENTES","Fuente","Slim 24V 100W","","-",""," FUE-SS100 ","$17.470","7","4","$122.290","No","","","","","","","","","","","","",""
"Iluminación LED","FUENTES","Fuente","Slim 24V 300W","","-",""," FUE-SS300 ","$31.690","4","2","$126.760","No","","","","","","","","","","","","",""
"DIMMERS","","","","","","","","","","","","","","","","","","","","","","","","",""
"Iluminación LED","DIMMERS","Dimmer","Dimmer 8A","","-",""," CNT-23 ","$14.150","15","8","$212.250","No","","","","","","","","","","","","",""
"Iluminación LED","DIMMERS","Dimmer","Dimmer 30A","","-",""," CNT-31 ","$9.100","12","6","$109.200","No","","","","","","","","","","","","",""
"▼ HOJA: SERVICIOS ▼","","","","","","","","","","","","","","","","","","","","","","","","",""
"LAQUEADO — Ramón Laqueados ($/m²)","","","","","","","","","","","","","","","","","","","","","","","","",""
"Servicios","LAQUEADO — Ramón Laqueados ($/m²)","Laqueado Pol.","Semimate","Transparente","Ramón"," $/m2 "," LAQ-SM-T ","$152.863","0","0","$0","No","","","","","","","","","","","","",""
"Servicios","LAQUEADO — Ramón Laqueados ($/m²)","Laqueado Pol.","Semimate","Blanco","Ramón"," $/m2 "," LAQ-SM-B ","$152.863","0","0","$0","No","","","","","","","","","","","","",""
"Servicios","LAQUEADO — Ramón Laqueados ($/m²)","Laqueado Pol.","Semimate","Negro","Ramón"," $/m2 "," LAQ-SM-N ","$152.863","0","0","$0","No","","","","","","","","","","","","",""
"Servicios","LAQUEADO — Ramón Laqueados ($/m²)","Laqueado Pol.","Semimate","Color a elección","Ramón"," $/m2 "," LAQ-SM-C ","$180.000","0","0","$0","No","","","","","","","","","","","","",""
"Servicios","LAQUEADO — Ramón Laqueados ($/m²)","Laqueado Pol.","Semimate","Rojo","Ramón"," $/m2 "," LAQ-SM-R ","$185.138","0","0","$0","No","","","","","","","","","","","","",""
"Servicios","LAQUEADO — Ramón Laqueados ($/m²)","Laqueado Pol.","Brillante","Transparente","Ramón"," $/m2 "," LAQ-BR-T ","$306.695","0","0","$0","No","","","","","","","","","","","","",""
"Servicios","LAQUEADO — Ramón Laqueados ($/m²)","Laqueado Pol.","Brillante","Blanco","Ramón"," $/m2 "," LAQ-BR-B ","$306.695","0","0","$0","No","","","","","","","","","","","","",""
"Servicios","LAQUEADO — Ramón Laqueados ($/m²)","Laqueado Pol.","Brillante","Negro","Ramón"," $/m2 "," LAQ-BR-N ","$306.695","0","0","$0","No","","","","","","","","","","","","",""
"Servicios","LAQUEADO — Ramón Laqueados ($/m²)","Laqueado Pol.","Brillante","Color a elección","Ramón"," $/m2 "," LAQ-BR-C ","$320.570","0","0","$0","No","","","","","","","","","","","","",""
"Servicios","LAQUEADO — Ramón Laqueados ($/m²)","Laqueado Pol.","Brillante","Rojo","Ramón"," $/m2 "," LAQ-BR-R ","$388.450","0","0","$0","No","","","","","","","","","","","","",""
"Servicios","LAQUEADO — Ramón Laqueados ($/m²)","Laqueado Pol.","Lijado","Crudo","Ramón"," $/m2 "," LAQ-LI-C ","$20.000","0","0","$0","No","","","","","","","","","","","","",""
