"item_id","pedido_id","linea","tipo_mueble","alto_cm","ancho_cm","profundidad_cm","color","categoria","estado_item"
"PED-260526-202411-01","PED-260526-202411","1","Alacena 2 Puertas","80","100","30","Blanco","2","Pendiente"
